ORGANISATION_NAME,SUBURB,STATE,POSTCODE,LONGITUDE,LATITUDE,NHSD_SERVICE_TYPE,GA_CLASS
Gunyah Of Wellness Nambour,Nambour,QLD,4560,152.95946523,-26.62532106,Aboriginal and Torres Strait Islander health service,GP
Charleville And Western Areas Aboriginal And Torres Strait Islanders Community Health - Quilpie - Outreach Service,Quilpie,QLD,4480,144.26789291,-26.61348193,Aboriginal and Torres Strait Islander health service,GP
Zplus Clinics,Redbank Plains,QLD,4301,152.8707733154300,-27.645549774169900,General practice service,GP
Innovation Health Medical Centre,Dandenong,VIC,3175,145.21341,-37.98102,General practice service,GP
Alpha Cure Medical Centre - Bankstown,Bankstown,NSW,2200,151.0337677001950,-33.914764404296900,General practice service,GP
Atwell Medical Centre,Atwell,WA,6164,115.86597072,-32.13698661,General practice service,GP
Prime Family Medical Centre,Ashwood,VIC,3147,145.09324645996100,-37.86491012573240,General practice service,GP
Med1 Clinic,Templestowe Lower,VIC,3107,145.11268592,-37.77278985,General practice service,GP
Brentwood Child Health Centre,Murdoch,WA,6150,115.84714413,-32.06839602,"Maternal, child and family health service",GP
Myhealth Regents Park,Regents Park,QLD,4118,153.034897,-27.665969,General practice service,GP
Ceduna Family Medical Practice,Ceduna,SA,5690,133.6722412109380,-32.11886215209960,General practice service,GP
Sandringham Medical Centre,Sandringham,VIC,3191,145.00701904296900,-37.95170974731450,General practice service,GP
Kennedy Drive Medical Centre,Tweed Heads,NSW,2485,153.53195079,-28.18594904,General practice service,GP
Blacktown Family Surgery,Blacktown,NSW,2148,150.90989069,-33.77091364,General practice service,GP
Dr Tablante - Miller,Miller,NSW,2168,150.88055419921900,-33.9177131652832,General practice service,GP
Condamine Medical Centre,Warwick,QLD,4370,152.02785801,-28.21934589,General practice service,GP
Forest Hill Family Clinic,Forest Hill,VIC,3131,145.16580200195300,-37.83369827270510,General practice service,GP
Aberdovy Medical,Bundaberg Central,QLD,4670,152.34928147,-24.87008104,General practice service,GP
Cobar Primary Healthcare Centre,Cobar,NSW,2835,145.83717346191400,-31.500497817993200,General practice service,GP
Mandalay Family Clinic - Hoppers Crossing,Hoppers Crossing,VIC,3029,144.69033813476600,-37.87870788574220,General practice service,GP
My Midwives - Epping,Epping,VIC,3076,145.01780439,-37.64839538,"Maternal, child and family health service",GP
Pirlangimpi Health Centre,Pirlangimpi,NT,822,130.4175262451170,-11.406576156616200,Aboriginal and Torres Strait Islander health service,GP
Regal Medical Centre,Mittagong,NSW,2575,150.44678514,-34.45061829,General practice service,GP
Mcintyre Medical Centre,Para Hills West,SA,5096,138.64976501464800,-34.79401397705080,General practice service,GP
Family Planning - Launceston,Launceston,TAS,7250,147.13402019,-41.43902426,General practice service,GP
Liverpool Community Health Max Clinic,Liverpool,NSW,2170,150.92874903,-33.9181491,"Maternal, child and family health service",GP
Southern Regional Medical Group,Albany,WA,6330,117.88297271728500,-35.02023696899410,General practice service,GP
Jacaranda General Practice,Bundaberg West,QLD,4670,152.34376346,-24.86915395,General practice service,GP
Griffin Medical Centre,Griffin,QLD,4503,153.0272216796880,-27.262283325195300,General practice service,GP
Jurien Bay Health Centre,Jurien Bay,WA,6516,115.04435789,-30.30567223,Nurse led clinic,GP
Phun Medical,Ferny Grove,QLD,4055,152.93798828125,-27.40320587158200,General practice service,GP
218 Padstow Road Medical Centre,Eight Mile Plains,QLD,4113,153.087158203125,-27.57441520690920,General practice service,GP
General Practice Cremorne,Mosman,NSW,2088,151.23727341,-33.82439885,General practice service,GP
Dr Brown's Surgery - Mawson,Mawson,ACT,2607,149.0929963,-35.365746,General practice service,GP
Mt Annan Doctors,Mount Annan,NSW,2567,150.75909719,-34.04860108,General practice service,GP
Wynnum Medical Centre,Tingalpa,QLD,4173,153.1414337158200,-27.466472625732400,General practice service,GP
Parkview Medical Centre,Toongabbie,NSW,2146,150.9513016,-33.78895403,General practice service,GP
Flynns Beach Medical Centre,Port Macquarie,NSW,2444,152.92547607421900,-31.443784713745100,General practice service,GP
North Adelaide Healthcare,North Adelaide,SA,5006,138.60433925,-34.90824117,General practice service,GP
Cannonvale Medical Services,Cannonvale,QLD,4802,148.7010040283200,-20.276166915893600,General practice service,GP
Brunswick Community Medical Centre,Brunswick,VIC,3056,144.962646484375,-37.771392822265600,General practice service,GP
Reedy Creek,Reedy Creek,QLD,4227,153.401892,-28.101842,General practice service,GP
Eastside Medical Centre,Bundaberg East,QLD,4670,152.38087526,-24.85268771,General practice service,GP
Maternal And Child Health Centre - Hoppers Crossing - Mossfiel,Hoppers Crossing,VIC,3029,144.69367624,-37.87593924,"Maternal, child and family health service",GP
Milton Family Medical Practice & South Coast Skin Cancer Clinic,Milton,NSW,2538,150.439474483869,-35.3179074620212,General practice service,GP
Maternal & Child Health Centre - Balwyn,Surrey Hills,VIC,3127,145.08882891,-37.81389585,"Maternal, child and family health service",GP
Dianne Avenue Medical Centre,Craigieburn,VIC,3064,144.93402306,-37.5958719,General practice service,GP
Ipswich Health Centre,Ipswich,QLD,4305,152.75576561,-27.61553099,General practice service,GP
Southcare Medical Services - Sheidow Park,Sheidow Park,SA,5158,138.52281188964800,-35.07633972167970,General practice service,GP
Advantage Medical & Dental - Tooradin,Tooradin,VIC,3980,145.38247386,-38.21450394,General practice service,GP
Civic Park Consulting Suites,Drouin,VIC,3818,145.8565673828130,-38.13393783569340,General practice service,GP
Hillcrest Family Medicine,Traralgon,VIC,3844,146.5386962890630,-38.19598388671880,General practice service,GP
Dr Seema Sharma,Hawker,ACT,2614,149.04344417,-35.2435986,General practice service,GP
Suzanne Staal Mind Wellness Therapy,Kenmore,QLD,4069,152.93907806,-27.505958970000000,"Maternal, child and family health service",GP
Stirling Medical Centre,Stirling,WA,6021,115.81039428710900,-31.880582809448200,General practice service,GP
Biloela Medical Centre,Biloela,QLD,4715,150.50773358,-24.40587694,General practice service,GP
Unanderra Family Practice,Unanderra,NSW,2526,150.84474182128900,-34.45338439941410,General practice service,GP
St John General Practice Armadale,Armadale,WA,6112,116.01483502,-32.15036184,General practice service,GP
Atticus Health - Carrum,Carrum,VIC,3197,145.1231689453130,-38.07557678222660,General practice service,GP
Stradbroke Island Medical Centre,Point Lookout,QLD,4183,153.54208374023400,-27.43498420715330,General practice service,GP
Bliss Medical,Point Cook,VIC,3030,144.73064264,-37.89804258,General practice service,GP
Coogee Family Medical Centre,Coogee,NSW,2034,151.25453186035200,-33.92085647583010,General practice service,GP
The Sutherland Hospital - New Directions,Caringbah,NSW,2229,151.1147835,-34.03747746,Aboriginal and Torres Strait Islander health service,GP
Cumberland Street Clinic,Cessnock,NSW,2325,151.35662841796900,-32.83738327026370,General practice service,GP
Myhealth Bayside,Frankston,VIC,3199,145.1251678466800,-38.14042663574220,General practice service,GP
Melville Family Health Centre,Melville,WA,6156,115.79908752441400,-32.04361343383790,General practice service,GP
St Marys Skin Cancer Clinic And Medical Centre,St Marys,NSW,2760,150.77287526,-33.76553397,General practice service,GP
Myhealth Meadowbank,Meadowbank,NSW,2114,151.09089572,-33.81867435,General practice service,GP
Wollongong Doctors,Wollongong,NSW,2500,150.89307392,-34.42779796,General practice service,GP
Soleil Health,Cottesloe,WA,6011,115.7529935,-32.0093575,General practice service,GP
First Point Healthcare,Newstead,TAS,7250,147.16536899,-41.43947484,General practice service,GP
Ly Practice,Cabramatta,NSW,2166,150.93658447265600,-33.894126892089800,General practice service,GP
Gympie Road Medical Centre,Lawnton,QLD,4501,152.98501979,-27.29378954,General practice service,GP
Albany Family Doctors,Albany Creek,QLD,4035,152.96820068359400,-27.345186233520500,General practice service,GP
Cottage Medical On Pulman,Berry,NSW,2535,150.703879,-34.774734,General practice service,GP
Copacabana Medical Centre,Copacabana,NSW,2251,151.43113973,-33.49042612,General practice service,GP
Providence Medical Umina,Umina Beach,NSW,2257,151.3168829,-33.5212321,General practice service,GP
East Fremantle Medical Centre,East Fremantle,WA,6158,115.76464080810500,-32.04218673706060,General practice service,GP
Tweed Coast Medical Centre,Bogangar,NSW,2488,153.569916,-28.332476,General practice service,GP
Mareeba Medical Clinic,Mareeba,QLD,4880,145.42218936,-16.98926391,General practice service,GP
Tambellup Health Centre,Tambellup,WA,6320,117.642235,-34.045094,Nurse led clinic,GP
Toora Medical Centre,Toora,VIC,3962,146.32568359375,-38.662078857421900,General practice service,GP
Sonic Health Plus Mandurah,Erskine,WA,6210,115.69441222,-32.55900095,General practice service,GP
S&p Family Medical Practice,Rouse Hill,NSW,2155,150.91703672,-33.6832276,General practice service,GP
Boondall Family Practice,Boondall,QLD,4034,153.060418,-27.352814,General practice service,GP
Cobram Medical Clinic,Cobram,VIC,3644,145.64891052246100,-35.91497802734380,General practice service,GP
Trail Street Medical Centre,Wagga Wagga,NSW,2650,147.366279,-35.103488,General practice service,GP
Orange Square Medical Centre,Orange,NSW,2800,149.099907,-33.283217,General practice service,GP
Maternal And Child Health Centre - Cockatoo,Cockatoo,VIC,3781,145.49143062,-37.93799531,"Maternal, child and family health service",GP
Valley Road Medical Centre,Devonport,TAS,7310,146.34329223632800,-41.186859130859400,General practice service,GP
Dr Paul Placanica,Mascot,NSW,2020,151.1933135986330,-33.929691314697300,General practice service,GP
Hallett Cove Corner Surgery,Hallett Cove,SA,5158,138.5166059,-35.07635619,General practice service,GP
Woollahra General Practice,Woollahra,NSW,2025,151.23259914,-33.88876648,General practice service,GP
The Health Hub At Eaton Fair,Eaton,WA,6232,115.71687084,-33.31883003,General practice service,GP
Moyhu Maternal And Child Health Service,Moyhu,VIC,3732,146.37565214,-36.57751358,"Maternal, child and family health service",GP
Brighton Medical Clinic,Brighton,VIC,3186,144.9942169189450,-37.91489791870120,General practice service,GP
Doomadgee Primary Health Care Services,Doomadgee,QLD,4830,138.8288769,-17.94126345,General practice service,GP
Best Care Medical Clinic - Blacktown,Blacktown,NSW,2148,150.91393026,-33.77899806,General practice service,GP
Thargomindah Royal Flying Doctors Service General Practice Service,Thargomindah,QLD,4492,143.82083517,-27.9978395,General practice service,GP
Rutledge Family Medical Centre,Queanbeyan,NSW,2620,149.23109635,-35.34818009,General practice service,GP
Next Practice Newstead,Fortitude Valley,QLD,4006,153.03792182,-27.4526257,General practice service,GP
One West Family Clinic,Cairnlea,VIC,3023,144.77716064453100,-37.759830474853500,General practice service,GP
Clifford Gardens Medical Centre,Newtown,QLD,4350,151.93240688,-27.564891200000000,General practice service,GP
Katherine West Health Board,Katherine,NT,850,132.26100158691400,-14.462235450744600,Aboriginal and Torres Strait Islander health service,GP
Doctors House Gregory Hills,Gledswood Hills,NSW,2557,150.76934435,-34.02053712,General practice service,GP
South Gippsland Family Medicine,Wonthaggi,VIC,3995,145.58873284,-38.60548003,General practice service,GP
Albury Wodonga Cancer Care - West Albury,West Albury,NSW,2640,146.88382611,-36.07653347,Community cancer service,GP
Gold Coast After Hours Doctor - Southport,Southport,QLD,4215,153.40769958496100,-27.970741271972700,General practice service,GP
Eucla Health Service,Eucla,WA,6443,128.88912963867200,-31.676250457763700,Nurse led clinic,GP
Aboriginal And Torres Strait Islander Community Health Service - Mums And Bubs Clinic,Logan Central,QLD,4114,153.10310584,-27.63874434,"Maternal, child and family health service",GP
Drysdale Clinic,Drysdale,VIC,3222,144.57144775,-38.17191002,General practice service,GP
Clayfield Medical Centre,Clayfield,QLD,4011,153.05093383789100,-27.425859451293900,General practice service,GP
Hampstead Medical Maidstone,Maidstone,VIC,3012,144.87624962,-37.77891162,"Maternal, child and family health service",GP
Pendlebury General Health Clinic,Adamstown,NSW,2289,151.72930908203100,-32.930179595947300,Nurse led clinic,GP
Manly Warringah Pittwater Domestic Assistance Wesley Mission,Brookvale,NSW,2100,151.2732535,-33.76621373,Aboriginal and Torres Strait Islander health service,GP
Whitsunday Family Practice,Cannonvale,QLD,4802,148.6745966,-20.29030523,General practice service,GP
Centacare Fraser Coast,Pialba,QLD,4655,152.83985532,-25.28654312,Aboriginal and Torres Strait Islander health service,GP
Coen Primary Health Care Centre,Coen,QLD,4892,143.19949340820300,-13.944602012634300,General practice service,GP
Rowville Central Clinic,Rowville,VIC,3178,145.23682524,-37.91753831,General practice service,GP
Milton Lighthouse Medical Practice,Milton,NSW,2538,150.44052124023400,-35.31740951538090,General practice service,GP
Dr Robert Mundell,Randwick,NSW,2031,151.24037007,-33.9167696,General practice service,GP
Nelson Bay Sundoctors,Nelson Bay,NSW,2315,152.14246982,-32.72205215,General practice skin cancer service,GP
Ballarat Group Practice - The Arch,Alfredton,VIC,3350,143.81329345703100,-37.55271530151370,General practice service,GP
Melville Road Family Medical Centre,St Clair,NSW,2759,150.78004,-33.79185947,General practice service,GP
Rouse Hill Medical Centre,Rouse Hill,NSW,2155,150.91942949,-33.67892783,General practice service,GP
Quality Family Care Clinic,Gympie,QLD,4570,152.65750122070300,-26.18954086303710,General practice service,GP
Directions Health,Phillip,ACT,2606,149.08628845214800,-35.344215393066400,General practice service,GP
Myhealth Parramatta Priceline,Parramatta,NSW,2150,151.0021514892580,-33.81773376464840,General practice service,GP
The Practice Of Dr Dac Thong Bui,Footscray,VIC,3011,144.9008331298830,-37.7998046875,General practice service,GP
Humpty Doo Surgery,Humpty Doo,NT,836,131.10108947753900,-12.574987411499000,General practice service,GP
Fisher Family Practice,Fisher,ACT,2611,149.05700076,-35.36147263,General practice service,GP
Medical One - Sydney,Sydney,NSW,2000,151.209219,-33.865973,General practice service,GP
